Year,Type,Authors,Publication,Volume,Pages,ISSN,Title,Impreso,PDF,Group,DOI,Type II,Proyect ID,Institution Authors,Colciencias Clasification,Impact Factor,Proyecto,NPages
2011,Internacional,"Rueda, Edgar; Rios, Carlos; Barrera, John F; Henao, Rodrigo; Torroba, Roberto; ",Optics Communications,284,2500,0030-4018,Experimental multiplexing approach via code key rotations under a joint transform correlator scheme,,,GOF: Grupo Óptica y Fotónica,10.1016/j.optcom.2011.01.052,,,Rueda Muñoz Edgar Alberto; Barrera Ramírez John Fredy; Henao Henao Rodrigo,A1,"1,517",,5
2000,Internacional,"Henao, Rodrigo; Torroba, Roberto; ",Optik,111,468,0030-4026,Surface characterization by a DSPI polarization technique,,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Henao Henao Rodrigo,A2,"0,507",,3
2005,Internacional,"Barrera, John Fredy; Henao, Rodrigo; Jaroszewicz, Zbigniew; Kolodziejczyk, Andrzej; ",Optik,116,144,0030-4026,Talbot effect for periodical objects limited by finite apertures: a new interpretation,,,GOF: Grupo Óptica y Fotónica,10.1016/j.ijleo.2004.12.008,,,Barrera Ramírez John Fredy; Henao Henao Rodrigo,A2,"0,507",,5
1998,Internacional,"Henao, R; Pomarico, J; Torroba, R; ",Optik,109,109,0030-4026,Digital speckle pattern interferometry applied to small rotation measurements,,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Henao Henao Rodrigo,A2,"0,507",,4
2003,Internacional,"Kolodziejczyk, Andrzej; Jaroszewicz, Zbigniew; Henao, Rodrigo H; Quintero, Orlando; ",Proceedings of SPIE,5259,82,0277-786X,Optical properties of the phase sampling filter,,,GOF: Grupo Óptica y Fotónica,10.1117/12.545091,,,Henao Henao Rodrigo,C,"-1,0",,-1
2002,Nacional,"Henao, Rodrigo; Mejía, Alexandra; ",Revista Colombiana de Física,34,512,0120-2650,ANÁLISIS DE LA CALIDAD DE FRANJAS EN INTEROMETRÍA SPECKLE,,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Henao Henao Rodrigo,B,"-1,0",,-1
2002,Nacional,"González, Diana M; Henao, Rodrigo; Pineda, Guillermo; ",Revista Colombiana de Física,34,,0120-2650,IMPLEMENTACIÓN DE PELÍCULA FOTOGRÁFICA KODALITH PARA LA ELABORACIÓN DE HOLOGRAMAS DE FOURIER DE FASE,,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Henao Henao Rodrigo,B,"-1,0",,
2003,Nacional,"Mira, Alejandro; Henao, Rodrigo; Jaroszewicz, Zbigniew; ",Revista Colombiana de Física,35,,0120-2650,PLACAS ZONALES DE LONGITUD FOCAL VARIABLE OBTENIDAS POR MOIRÉ,,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Mira Agudelo Alejandro; Henao Henao Rodrigo,B,"-1,0",,
2009,Nacional,"Vargas, Carlos A; Henao, Rodrigo; ",Revista Colombiana de Física,41,,0120-2650,Estudio de la Estadíistica de la Polarización en Patrones de Speckle.,,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Henao Henao Rodrigo,B,"-1,0",,
2004,Nacional,"Barrera, John Fredy; Henao, Rodrigo; Osorio, Clara; Medina, Fernando; ",Revista Colombiana de Física,36,,0120-2650,AUTOIMÁGENES EN FRAUNHOFER-FRESNEL,,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Barrera Ramírez John Fredy; Henao Henao Rodrigo,B,"-1,0",,
2006,Internacional,"Quintero, Orlando; Barrera, John Fredy; Henao, Rodrigo; Medina, Francisco F; ",Optics Communications,266,558,0030-4018,Prevailing effects of interference or diffraction by multiple apertures,,,GOF: Grupo Óptica y Fotónica,10.1016/j.optcom.2006.05.005,,,Barrera Ramírez John Fredy; Henao Henao Rodrigo,A1,"1,552",,4
2004,Internacional,"Henao, Rodrigo; Barrera, John Fredy; Torroba, Roberto; ",Journal of Holography and Speckle,1,85, 1546-900X,Stokes Parameters Description for the Contrast Variations Observed in Fringes Generated by Digital Speckle Correlation,,,GOF: Grupo Óptica y Fotónica,10.1166/jhs.2004.012,,,Henao Henao Rodrigo; Barrera Ramírez John Fredy,00,"-1,0",,5
2003,Internacional,"Barrera, John F; Henao, Rodrigo H; Kolodziejczyk, Andrzej; ",Proceedings of SPIE,4829,40,0277-786X,Finite object Talbot effect as a lens produced image,,,GOF: Grupo Óptica y Fotónica,10.1117/12.524039,,,Barrera Ramírez John Fredy; Henao Henao Rodrigo,C,"-1,0",,-1
1993,Internacional,"Henao, R; F. Medina, F; J. Rabal, H; Trivi, M; ",Óptica pura y aplicada,26,583,0030-3917,Correlación de dos patrones de speckles generados por el movimiento tridimensional del difusor.,,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Henao Henao Rodrigo,00,"-1,0",,6
2004,Nacional,"Rueda, Edgar; Henao, Rodrigo; ",Revista Colombiana de Física,36,,0120-2650,CARACTERIZACIÓN DE ESTADOS DE POLARIZACIÓN,,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Rueda Muñoz Edgar Alberto; Henao Henao Rodrigo,B,"-1,0",,
2003,Nacional,"Barrera, John Fredy; Henao, Rodrigo; Kolodziejczyk, Andrzej; ",Revista Colombiana de Física,35,,0120-2650,ESTUDIO DE LA CALIDAD DE LAS AUTOIMAGENES POR EL EFECTO PUPILA,,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Barrera Ramírez John Fredy; Henao Henao Rodrigo,B,"-1,0",,
2006,Nacional,"Parra, C; Henao, R; ",Revista Colombiana de Física,38,,0120-2650,ESTADOS DE POLARIZACIÓN Y NOTACIÓN DE DIRAC.,,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Henao Henao Rodrigo,B,"-1,0",,
2001,Internacional,"Medina, Francisco F; García-Sucerquia, Jorge; Henao, Rodrigo; Trivi, Marcelo; Castaneda, Román; ",Optik,112,57,0030-4026,Etendue invariance in speckle fields,,,GOF: Grupo Óptica y Fotónica,10.1078/0030-4026-00010,,,Henao Henao Rodrigo,A2,"0,507",,5
2009,Internacional,"Henao, Rodrigo; Ciro, Alberto; Jaroszewicz, Zbigniew; ",Bistua: Revista de la Facultad de Ciencias Básicas,7,53,0120-4211,Elementos Difractivos en la Corrección de la Presbicia,,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Henao Henao Rodrigo,C,"-1,0",,6
2005,Internacional,"Barrera, John Fredy; Henao, Rodrigo; Torroba, Roberto; ",Optics Communications,256,489,0030-4018,Fault tolerances using toroidal zone plate encryption,,,GOF: Grupo Óptica y Fotónica,10.1016/j.optcom.2005.06.077,,,Barrera Ramírez John Fredy; Henao Henao Rodrigo,A1,"1,552",,6
2001,Nacional,"Henao, Rodrigo; Mira, Alejandro; ",Revista Colombiana de Física,33,360,0120-2650,FORMACIÓN DE IMÁGENES MEDIANTE DIFRACCIÓN,,,GOF: Grupo Óptica y Fotónica,Not DOI,,,Henao Henao Rodrigo; Mira Agudelo Alejandro,B,"-1,0",,-1
2006,Nacional,"de Optica Aplicada, Grupo; ",Revista Colombiana de Física,38,601,0120-2650,Prueba de ronchi para un espejo concavo,,,,Not DOI,,,,B,"-1,0",,-1
2004,Internacional,"Raigoza, N; Morales, AL; Montes, A; Porras-Montenegro, N; Duque, CA; ",Physical Review B,69,045323,1098-0121,Stress effects on shallow-donor impurity states in symmetrical G a A s/A l x Ga 1− x As double quantum wells,,,GES: Estado Sólido; GMC: Grupo de Materia Condensada,10.1103/physrevb.69.045323,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,A1,"3,322",,-1
2002,Internacional,"Morales, AL; Montes, A; López, SY; Duque, CA; ",Journal of Physics-Condensed Matter,14,987,0953-8984,"Simultaneous effects of hydrostatic stress and an electric field on donors in a GaAs-(Ga, Al) As quantum well",,,GES: Estado Sólido; GMC: Grupo de Materia Condensada,10.1088/0953-8984/14/5/304,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,A1,"1,9",,-1
2001,Internacional,"Oyoko, HO; Duque, CA; Porras-Montenegro, N; ",Journal of Applied Physics,90,819,0021-4922,"Uniaxial stress dependence of the binding energy of shallow donor impurities in GaAs–(Ga, Al) As quantum dots",,,GMC: Grupo de Materia Condensada,10.1063/1.1372976,,,Carlos Duque Echeverri,A1,"1,309",,5
1997,Internacional,"Duque, CA; Montes, A; Morales, AL; Porras-Montenegro, N; ",Journal of Physics-Condensed Matter,9,5977,0953-8984,Effects of an applied electric field on the binding energy of shallow donor impurities in GaAs low-dimensional systems,,,GMC: Grupo de Materia Condensada; GES: Estado Sólido,10.1088/0953-8984/9/27/023,,,Carlos Duque Echeverri; Morales Aramburo Álvaro,A1,"1,9",,-1
1997,Internacional,"Montes, A; Duque, CA; Porras-Montenegro, N; ",Journal of Applied Physics,81,7890,0021-4922,The binding energies of shallow donor impurities in GaAs quantum-well wires under applied electric fields,,,GMC: Grupo de Materia Condensada,10.1063/1.365362,,,Carlos Duque Echeverri,A1,"1,309",,5
2006,Internacional,"Duque, CA; Porras-Montenegro, N; Barticevic, Z; Pacheco, M; Oliveira, LE; ",Journal of Physics-Condensed Matter,18,1877,0953-8984,Effects of applied magnetic fields and hydrostatic pressure on the optical transitions in self-assembled InAs/GaAs quantum dots,,,GMC: Grupo de Materia Condensada,10.1088/0953-8984/18/6/005,,,Carlos Duque Echeverri,A1,"1,9",,-1
1998,Internacional,"Montes, A; Duque, CA; Porras-Montenegro, N; ",Journal of Applied Physics,84,1421,0021-4922,Electric field effects on the states of a donor impurity in rectangular cross-section vacuum/GaAs/vacuum quantum-well wires,,,GMC: Grupo de Materia Condensada,10.1063/1.368176,,,Carlos Duque Echeverri,A1,"1,309",,5
1998,Internacional,"Montes, A; Duque, CA; Porras-Montenegro, N; ",Journal of Physics-Condensed Matter,10,5351,0953-8984,Density of shallow-donor impurity states in rectangular cross section GaAs quantum-well wires under applied electric field,,,GMC: Grupo de Materia Condensada,10.1088/0953-8984/10/24/012,,,Carlos Duque Echeverri,A1,"1,9",,-1
1997,Internacional,"Duque, CA; Morales, AL; Montes, A; Porras-Montenegro, N; ",Physical Review B,55,10721,1098-0121,Effects of applied electric fields on the infrared transitions between hydrogenic states in GaAs low-dimensional systems,,,GMC: Grupo de Materia Condensada; GES: Estado Sólido,10.1103/PhysRevB.55.10721,,,Carlos Duque Echeverri; Morales Aramburo Álvaro,A1,"3,322",,-1
2001,Internacional,"Duque, CA; Montes, A; Morales, AL; ",Physica B,302,84,0921-4526,"Binding energy and polarizability in GaAs–(Ga, Al) As quantum-well wires",,,GMC: Grupo de Materia Condensada; GES: Estado Sólido,10.1016/s0921-4526(01)00410-0,,,Carlos Duque Echeverri; Morales Aramburo Álvaro,A1,"0,822",,4
2000,Internacional,"Duque, CA; Beltrán, CL; Montes, A; Porras-Montenegro, N; Oliveira, LE; ",Physical Review B,61,9936,1098-0121,"Internal transitions of confined magnetoexcitons in GaAs-(Ga, Al) As quantum wells",,,GMC: Grupo de Materia Condensada,10.1103/PhysRevB.61.9936,,,Carlos Duque Echeverri,A1,"3,322",,-1
2003,Internacional,"Porras-Montenegro, N; Duque, CA; ",Semiconductor science and technology,18,718,0268-1242,"Binding energy and density of shallow impurity states in GaAs?(Ga, Al) As quantum wells: effects of an applied hydrostatic stress",,,GMC: Grupo de Materia Condensada,10.1088/0268-1242/18/7/322,,,Carlos Duque Echeverri,A1,"-1,0",,-1
1998,Internacional,"Montes, A; Duque, CA; Porras‐Montenegro, N; ",Physica Status Solidi B-Basic Research,210,731,0370-1972,Binding Energy of the Ground and First Few Excited States of a Shallow‐Donor Impurity in Rectangular‐Cross‐Sectional Area GaAs Quantum‐Well Wires under Applied Electric Field,,,GMC: Grupo de Materia Condensada,10.1002/(sici)1521-3951(199812)210:2<731::aid-pssb731>3.0.co;2-x,,,Carlos Duque Echeverri,A1,"1,166",,6
2008,Internacional,"Mora-Ramos, ME; López, SY; Duque, CA; ",European Physical Journal B,62,257,1434-6028,Γ-X mixing in GaAs-Ga1-xAlxAs quantum wells under hydrostatic pressure,,,GMC: Grupo de Materia Condensada,10.1140/epjb/e2008-00161-6,,,Carlos Duque Echeverri,A1,"1,568",,5
2003,Internacional,"Duque, Carlos; Stashans, Arvids; ",Physica B,336,227,0921-4526,Oxygen-vacancy defects on BaTiO 3 (001) surface: a quantum chemical study,,,GMC: Grupo de Materia Condensada,10.1016/s0921-4526(03)00063-2,,,Carlos Duque Echeverri,A1,"0,822",,9
2003,Internacional,"Barticevic, Z; Pacheco, M; Duque, CA; Oliveira, LE; ",Physical Review B,68,073312,1098-0121,Magnetic-field effects on excitons trapped in quantum dots/interface defects in narrow quantum wells,,,GMC: Grupo de Materia Condensada,10.1103/PhysRevB.68.073312,,,Carlos Duque Echeverri,A1,"3,322",,-1
2007,Internacional,"Duque, CA; López, SY; Mora‐Ramos, ME; ",Physica Status Solidi B-Basic Research,244,1964,0370-1972,Hydrostatic pressure effects on the Γ–X conduction band mixing and the binding energy of a donor impurity in GaAs–Ga1–xAlxAs quantum wells,,,GMC: Grupo de Materia Condensada,10.1002/pssb.200642377,,,Carlos Duque Echeverri,A1,"1,166",,7
2006,Internacional,"Kuriplach, Jan; Melikhova, Oksana; Domain, Christophe; Becquart, Charlotte S; Kulikov, D; Malerba, Lorenzo; Hou, Marc; Almazouzi, A; Duque, Carlos Alberto; Morales, AL; ",Applied Surface Science,252,3303,0169-4332,Vacancy-solute complexes and their clusters in iron,,,GMC: Grupo de Materia Condensada; GES: Estado Sólido,10.1016/j.apsusc.2005.08.075,,,Carlos Duque Echeverri; Morales Aramburo Álvaro,A1,"1,576",,6
2002,Internacional,"Barticevic, Z; Pacheco, M; Duque, CA; Oliveira, LE; ",Journal of Applied Physics,92,1227,0021-4922,"Magnetoabsorption spectra of intraexcitonic transitions in GaAs-(Ga, Al) As semiconductor quantum wells",,,GMC: Grupo de Materia Condensada,10.1063/1.1489495,,,Carlos Duque Echeverri,A1,"1,309",,5
2006,Internacional,"Mora-Ramos, ME; Duque, CA; ",Brazilian Journal of Physics,36,866,0103-9733,Electronic states in n-type GaAs delta-doped quantum wells under hydrostatic pressure,,,GMC: Grupo de Materia Condensada,10.1590/S0103-97332006000600018,,,Carlos Duque Echeverri,A2,"0,512",,3
2009,Internacional,"Barseghyan, MG; Kirakosyan, AA; Duque, CA; ",Physica Status Solidi B-Basic Research,246,626,0370-1972,"Hydrostatic pressure, electric and magnetic field effects on shallow donor impurity states and photoionization cross section in cylindrical GaAs–Ga1–xAlx As quantum dots",,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,A1,"1,166",,4
2004,Internacional,"Correa, JD; Porras‐Montenegro, N; Duque, CA; ",Physica Status Solidi B-Basic Research,241,2440,0370-1972,"Donor‐related photoionization cross‐section of GaAs–(Ga, Al) As quantum dots: hydrostatic pressure effects",,,GMC: Grupo de Materia Condensada,10.1002/pssb.200404908,,,Carlos Duque Echeverri,A1,"1,166",,4
2006,Internacional,"Raigoza, N; Duque, CA; Porras-Montenegro, N; Oliveira, LE; ",Physica B,371,153,0921-4526,Correlated electron–hole transition energies in quantum-well wires: Effects of hydrostatic pressure,,,GMC: Grupo de Materia Condensada,10.1016/j.physb.2005.10.096,,,Carlos Duque Echeverri,A1,"0,822",,5
2005,Internacional,"Raigoza, N; Morales, AL; Duque, CA; ",Physica B,363,262,0921-4526,Effects of hydrostatic pressure on donor states in symmetrical GaAs–Ga 0.7 Al 0.3 As double quantum wells,,,GES: Estado Sólido; GMC: Grupo de Materia Condensada,10.1016/j.physb.2005.03.031,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,A1,"0,822",,9
2006,Internacional,"Correa, JD; Porras-Montenegro, N; Duque, CA; ",Brazilian Journal of Physics,36,387,0103-9733,Binding energy and photoionization cross-section in GaAs quantum well-wires and quantum dots: magnetic field and hydrostatic pressure effects,,,GMC: Grupo de Materia Condensada,10.1590/S0103-97332006000300041,,,Carlos Duque Echeverri,A2,"0,512",,4
2002,Internacional,"Barticevic, Z; Pacheco, M; Duque, CA; Oliveira, LE; ",Journal of Physics-Condensed Matter,14,1021,0953-8984,Magnetoexciton transitions in GaAs-Ga1-xAlxAs quantum wells,,,GMC: Grupo de Materia Condensada,10.1088/0953-8984/14/5/307,,,Carlos Duque Echeverri,A1,"1,9",,-1
2005,Internacional,"López, SY; Porras-Montenegro, N; Duque, CA; ",Physica B,362,41,0921-4526,Hydrostatic pressure effects on donor-related absorption spectra in GaAs–Ga 1− xAlxAs quantum wells,,,GMC: Grupo de Materia Condensada,10.1016/j.physb.2005.01.473,,,Carlos Duque Echeverri,A1,"0,822",,9
2007,Internacional,"de Dios-Leyva, M; Duque, CA; Oliveira, LE; ",Physical Review B,76,075303,1098-0121,Calculation of direct and indirect excitons in Ga As∕ Ga 1− x Al x As coupled double quantum wells: The effects of in-plane magnetic fields and growth-direction electric fields,,,GMC: Grupo de Materia Condensada,10.1103/physrevb.76.075303,,,Carlos Duque Echeverri,A1,"3,322",,-1
2006,Internacional,"Raigoza, N; Duque, CA; Reyes‐Gómez, E; Oliveira, LE; ",Physica Status Solidi B-Basic Research,243,635,0370-1972,Hydrostatic‐pressure effects on the correlated electron–hole transition energies in GaAs–Ga1–xAlxAs semiconductor quantum wells,,,GMC: Grupo de Materia Condensada; GES: Estado Sólido,10.1002/pssb.200541303,,,Carlos Duque Echeverri; Reyes Gómez Ernesto Amador,A1,"1,166",,6
2007,Internacional,"Barticevic, Z; Pacheco, M; Duque, CA; Oliveira, LE; ",European Physical Journal B,56,303,1434-6028,Energy spectra of exciton states in disk-shaped GaAs-Ga1-xAlxAs quantum dots under growth-direction magnetic fields,,,GMC: Grupo de Materia Condensada,10.1140/epjb/e2007-00136-1,,,Carlos Duque Echeverri,A1,"1,568",,7
2007,Internacional,"de Dios-Leyva, M; Duque, CA; Oliveira, LE; ",Physical Review B,75,035303,1098-0121,Effects of crossed electric and magnetic fields on the electronic and excitonic states in bulk GaAs and Ga As∕ Ga 1− x Al x As quantum wells,,,GMC: Grupo de Materia Condensada,10.1103/physrevb.75.035303,,,Carlos Duque Echeverri,A1,"3,322",,-1
2005,Internacional,"Duque, CA; Porras-Montenegro, N; Barticevic, Z; Pacheco, M; Oliveira, LE; ",Microelectronics Journal,36,231,0026-2692,Electron-hole transitions in self-assembled InAs/GaAs quantum dots: Effects of applied magnetic fields and hydrostatic pressure,,,GMC: Grupo de Materia Condensada,10.1016/j.mejo.2005.04.001,,,Carlos Duque Echeverri,A2,"0,859",,3
2010,Internacional,"Duque, CA; Kasapoglu, E; Sakiroglu, S; Sari, H; Sökmen, I; ",Applied Surface Science,256,7406,0169-4332,Intense laser effects on donor impurity in a cylindrical single and vertically coupled quantum dots under combined effects of hydrostatic pressure and applied electric field,,,GMC: Grupo de Materia Condensada,10.1016/j.apsusc.2010.05.081,,,Carlos Duque Echeverri,A1,"1,616",,8
2004,Internacional,"Correa, JD; Cepeda‐Giraldo, O; Porras‐Montenegro, N; Duque, CA; ",Physica Status Solidi B-Basic Research,241,3311,0370-1972,Hydrostatic pressure effects on the donor impurity‐related photoionization cross‐section in cylindrical‐shaped GaAs/GaAlAs quantum well wires,,,GMC: Grupo de Materia Condensada,10.1002/pssb.200405225,,,Carlos Duque Echeverri,A1,"1,166",,7
2009,Internacional,"Barseghyan, MG; Kirakosyan, AA; Duque, CA; ",European Physical Journal B,72,521,1434-6028,Donor-impurity related binding energy and photoinization cross-section in quantum dots: electric and magnetic fields and hydrostatic pressure effects,,,GMC: Grupo de Materia Condensada,10.1140/epjb/e2009-00391-0,,,Carlos Duque Echeverri,A1,"1,568",,9
2002,Internacional,"Montes, A; Morales, AL; Duque, CA; ",Surface Review and Letters,9,1753,0218-625X,"BINDING ENERGY FOR A SHALLOW DONOR IMPURITY IN GaAs–(Ga, Al) As QUANTUM WELLS UNDER HYDROSTATIC PRESSURE AND APPLIED ELECTRIC FIELD",,,GES: Estado Sólido; GMC: Grupo de Materia Condensada,10.1142/s0218625x02004347,,,Morales Aramburo Álvaro; Carlos Duque Echeverri,A2,"-1,0",,4
2003,Internacional,"Duque, Carlos; Stashans, Arvids; ",Materials Letters,57,3954,1793-6047,Structural and optical properties of F-center defects on barium titanate< 001> surface,,,GMC: Grupo de Materia Condensada,10.1016/S0167-577X(03)00246-5,,,Carlos Duque Echeverri,A1,"0,0",,4
2007,Internacional,"Oyoko, H Odhiambo; Porras-Montenegro, N; Lopez, SY; Duque, CA; ",physica status solidi(c),4,298,1862-6351,current topics in solid state physics,,,GMC: Grupo de Materia Condensada,Not DOI,,,Carlos Duque Echeverri,C,"-1,0",,3
2011,Internacional,"Duque, CA; Kasapoglu, E; Şakiroglu, S; Sari, H; Sökmen, I; ",Applied Surface Science,257,2313,0169-4332,Intense laser effects on nonlinear optical absorption and optical rectification in single quantum wells under applied electric and magnetic field,,,GMC: Grupo de Materia Condensada,10.1016/j.apsusc.2010.09.095,,,Carlos Duque Echeverri,A1,"1,793",,7
2008,Internacional,"Mora-Ramos, ME; López, SY; Duque, CA; ",Physica E: Low-Dimensional Systems and Nanostructures,40,1212,1386-9477,A variational method for the description of the pressure-induced Γ–X mixing in GaAs-based quantum wells,,,GMC: Grupo de Materia Condensada,10.1016/j.physe.2007.08.035,,,Carlos Duque Echeverri,A1,"1,23",,2
2009,Internacional,"Morales, AL; Raigoza, N; Reyes-Gómez, E; Osorio-Guillén, JM; Duque, CA; ",Superlattices and Microstructures,45,590,0749-6036,Impurity-related polarizability and photoionization-cross section in double quantum wells under electric fields and hydrostatic pressure,,,GES: Estado Sólido; GMC: Grupo de Materia Condensada,10.1016/j.spmi.2009.03.001,,,Morales Aramburo Álvaro; Reyes Gómez Ernesto Amador; Osorio Guillén Jorge Mario; Carlos Duque Echeverri,A2,"-1,0",,8
1999,Internacional,"Duque, CA; Montes, A; Porras-Montenegro, N; Oliveira, LE; ",Journal of Physics D-Applied Physics,32,3111,0022-3727,"Density of impurity states and donor-related optical absorption spectra of GaAs-(Ga, Al) As semiconductor heterostructures",,,GMC: Grupo de Materia Condensada,10.1088/0022-3727/32/24/303,,,Carlos Duque Echeverri,A1,"2,104",,-1
2010,Internacional,"Duque, CM; Barseghyan, MG; Duque, CA; ",European Physical Journal B,73,309,1434-6028,Donor impurity in vertically-coupled quantum-dots under hydrostatic pressure and applied electric field,,,GMC: Grupo de Materia Condensada,10.1140/epjb/e2009-00433-7,,,Carlos Duque Echeverri,A1,"1,466",,11
